Chromosome	start	stop	geneID	orthoID	StartWithPR
VI	2268533	2271812	NCU03967	Ntsc7360	2268433
VI	2275270	2277501	NCU03968	Ntsc7337	2275170
VI	2278121	2278660	NCU03969	NA	2278021
VI	2278124	2279737	NCU17113	NA	2278024
VI	2282788	2284413	NCU03970	Ntsc2574	2282688
VI	2284415	2286859	NCU03971	Ntsc2575	2284315
VI	2287015	2289329	NCU03972	Ntsc7338	2286915
VI	2289258	2293079	NCU03973	Ntsc2576	2289158
VI	2293895	2295423	NCU17114	NA	2293795
VI	2295206	2300781	NCU03974	Ntsc7371	2295106
VI	2305955	2311022	NCU03975	Ntsc7339	2305855
VI	2313095	2314028	NCU03976	NA	2312995
VI	2314807	2315893	NCU03977	Ntsc7367	2314707
VI	2315739	2318664	NCU03978	Ntsc7372	2315639
VI	2319486	2321797	NCU03979	Ntsc7340	2319386
VI	2322110	2324859	NCU03980	Ntsc7361	2322010
VI	2325074	2328233	NCU03981	NA	2324974
VI	2329825	2332792	NCU03982	NA	2329725
VI	2333204	2333971	NCU03983	Ntsc8120	2333104
VI	2336876	2337868	NCU03984	NA	2336776
VI	2338616	2340336	NCU03985	Ntsc8122	2338516
VI	2340470	2346044	NCU03986	NA	2340370
VI	2346533	2350620	NCU12114	NA	2346433
VI	2351650	2353179	NCU17115	NA	2351550
VI	2354243	2356583	NCU12112	NA	2354143
VI	2356389	2358018	NCU03988	Ntsc7381	2356289
VI	2358268	2360937	NCU03989	Ntsc7376	2358168
VI	2362499	2365253	NCU03990	NA	2362399
VI	2365743	2367579	NCU03991	Ntsc7377	2365643
VI	2369411	2372582	NCU03992	Ntsc7378	2369311
VI	2372533	2374365	NCU03993	Ntsc2590	2372433
VI	2374378	2377224	NCU03994	Ntsc7379	2374278
VI	2377506	2379310	NCU03995	Ntsc7373	2377406
VI	2380994	2382414	NCU03996	Ntsc7374	2380894
VI	2383192	2384195	NCU03997	Ntsc7380	2383092
VI	2387499	2389899	NCU03998	Ntsc7375	2387399
VI	2397861	2402961	NCU04001	Ntsc7382	2397761
VI	2405713	2408400	NCU04002	NA	2405613
VI	2408469	2410486	NCU04003	Ntsc7383	2408369
VI	2412444	2417023	NCU04005	NA	2412344
VI	2416729	2418363	NCU04006	NA	2416629
VI	2424766	2430173	NCU04007	Ntsc7399	2424666
VI	2430735	2433043	NCU04008	Ntsc2604	2430635
VI	2432913	2434661	NCU04009	Ntsc2608	2432813
VI	2435145	2437482	NCU04010	Ntsc7420	2435045
VI	2437693	2440341	NCU12111	NA	2437593
VI	2439154	2440861	NCU04012	NA	2439054
VI	2441355	2444495	NCU04013	NA	2441255
VI	2445325	2449640	NCU04014	Ntsc7400	2445225
VI	2450102	2453085	NCU04015	Ntsc7384	2450002
VI	2453404	2454862	NCU04016	Ntsc2607	2453304
VI	2455027	2456274	NCU17116	NA	2454927
VI	2457115	2459498	NCU04017	Ntsc7401	2457015
VI	2461114	2464013	NCU04018	Ntsc7385	2461014
VI	2464514	2467855	NCU04019	Ntsc7402	2464414
VI	2470344	2473145	NCU04020	Ntsc7386	2470244
VI	2474621	2480380	NCU04021	Ntsc2591	2474521
VI	2480625	2483180	NCU04022	Ntsc7403	2480525
VI	2483611	2488913	NCU04024	Ntsc7387	2483511
VI	2490982	2493271	NCU04025	Ntsc7421	2490882
VI	2493962	2494817	NCU04026	Ntsc2609	2493862
VI	2496061	2497294	NCU04027	Ntsc7388	2495961
VI	2498287	2499354	NCU04028	Ntsc2600	2498187
VI	2503628	2505712	NCU04029	Ntsc7389	2503528
VI	2506579	2507301	NCU04030	NA	2506479
VI	2507728	2508814	NCU04031	Ntsc7430	2507628
VI	2509482	2510947	NCU04032	Ntsc7431	2509382
VI	2511168	2512844	NCU04033	Ntsc7404	2511068
VI	2514395	2515564	NCU04034	Ntsc7405	2514295
VI	2519404	2524121	NCU04035	Ntsc7406	2519304
VI	2524899	2526128	NCU04036	Ntsc2592	2524799
VI	2528060	2530020	NCU04037	Ntsc7422	2527960
VI	2530219	2531514	NCU04038	Ntsc2593	2530119
VI	2533653	2535419	NCU04039	NA	2533553
VI	2534469	2535959	NCU04040	Ntsc2594	2534369
VI	2536406	2539103	NCU04041	Ntsc7390	2536306
VI	2539765	2542432	NCU04042	Ntsc2601	2539665
VI	2542358	2544267	NCU04043	Ntsc7407	2542258
VI	2544141	2546626	NCU04044	Ntsc7391	2544041
VI	2546791	2549015	NCU04045	NA	2546691
VI	2548984	2550870	NCU04046	Ntsc7408	2548884
VI	2551180	2553307	NCU04047	NA	2551080
VI	2555230	2558560	NCU04048	Ntsc7392	2555130
VI	2559590	2562219	NCU04049	Ntsc2602	2559490
VI	2565204	2567073	NCU04050	Ntsc2603	2565104
VI	2568001	2570578	NCU04051	Ntsc2595	2567901
VI	2575183	2576653	NCU04052	NA	2575083
VI	2576659	2581745	NCU04053	Ntsc7423	2576559
VI	2582865	2585515	NCU04054	Ntsc7393	2582765
VI	2599977	2601799	NCU04058	Ntsc7424	2599877
VI	2607354	2614670	NCU04059	NA	2607254
VI	2615291	2617556	NCU04060	Ntsc7409	2615191
VI	2618983	2620252	NCU04061	Ntsc7410	2618883
VI	2620502	2622890	NCU04062	Ntsc7411	2620402
VI	2623282	2624994	NCU04063	Ntsc7394	2623182
VI	2624943	2627186	NCU04064	Ntsc7432	2624843
VI	2627441	2630260	NCU04065	Ntsc7395	2627341
VI	2630535	2633011	NCU04066	Ntsc7425	2630435
VI	2633131	2634986	NCU04067	Ntsc7412	2633031
VI	2635896	2638702	NCU04068	Ntsc7426	2635796
VI	2637162	2638712	NCU04069	Ntsc2596	2637062
VI	2639346	2640702	NCU04070	Ntsc7427	2639246
VI	2641660	2643480	NCU04071	Ntsc7413	2641560
VI	2644465	2646212	NCU04072	Ntsc7396	2644365
VI	2648238	2655517	NCU04073	NA	2648138
VI	2656057	2657861	NCU04074	Ntsc7414	2655957
VI	2659200	2661621	NCU04075	Ntsc7415	2659100
VI	2661865	2666421	NCU04076	Ntsc2597	2661765
VI	2667605	2671421	NCU04077	Ntsc2605	2667505
VI	2671587	2673958	NCU04078	Ntsc7397	2671487
VI	2674000	2676005	NCU12107	NA	2673900
VI	2676314	2680383	NCU04079	Ntsc2598	2676214
VI	2680530	2682480	NCU04080	Ntsc7398	2680430
VI	2682477	2684152	NCU04081	Ntsc2599	2682377
VI	2684520	2684873	NCU04082	Ntsc2606	2684420
VI	2686078	2689533	NCU04083	Ntsc7428	2685978
VI	2689434	2691884	NCU04084	Ntsc7416	2689334
VI	2693105	2694742	NCU04085	Ntsc7433	2693005
VI	2696034	2697307	NCU04086	Ntsc7417	2695934
VI	2697582	2700145	NCU04087	Ntsc7418	2697482
VI	2701975	2707284	NCU04088	Ntsc7429	2701875
VI	2707441	2709322	NCU04089	Ntsc7419	2707341
VI	2712109	2717099	NCU04090	Ntsc7437	2712009
VI	2717537	2719849	NCU04091	Ntsc7436	2717437
VI	2720187	2723406	NCU04092	Ntsc7434	2720087
VI	2748412	2749502	NCU09859	Ntsc7435	2748312
VI	2751714	2756677	NCU09860	NA	2751614
VI	2757147	2760955	NCU09861	NA	2757047
VI	2761152	2762931	NCU09862	Ntsc7456	2761052
VI	2763288	2763590	NCU09863	Ntsc2611	2763188
VI	2763705	2765732	NCU09864	Ntsc7452	2763605
VI	2766495	2767420	NCU09865	Ntsc7448	2766395
VI	2768752	2777757	NCU09866	NA	2768652
VI	2778182	2782763	NCU09867	Ntsc2612	2778082
VI	2782693	2783565	NCU09868	NA	2782593
VI	3080312	3087794	NCU06013	NA	3080212
VI	3087616	3088855	NCU17123	NA	3087516
VI	3089204	3091311	NCU06012	Ntsc7765	3089104
VI	3092610	3097787	NCU06011	NA	3092510
VI	3098626	3101641	NCU06010	NA	3098526
VI	3102539	3104168	NCU06009	Ntsc7762	3102439
VI	3104908	3106997	NCU06008	Ntsc2738	3104808
VI	3106649	3107588	NCU06007	Ntsc7768	3106549
VI	3108162	3109780	NCU06006	Ntsc2740	3108062
VI	3113510	3116822	NCU06005	Ntsc7769	3113410
VI	3118714	3121671	NCU06003	Ntsc7761	3118614
VI	3125164	3126545	NCU06001	NA	3125064
VI	3127664	3129474	NCU06000	NA	3127564
VI	3132024	3134988	NCU05999	Ntsc7760	3131924
VI	3136140	3136649	NCU05998	NA	3136040
VI	3137599	3138552	NCU17126	NA	3137499
VI	3139283	3143845	NCU05996	Ntsc2737	3139183
VI	3145044	3147583	NCU05995	NA	3144944
VI	3147878	3150892	NCU11215	Ntsc7764	3147778
VI	3151517	3156680	NCU05994	NA	3151417
VI	3159629	3160819	NCU12125	NA	3159529
VI	3160756	3162230	NCU12126	NA	3160656
VI	3162811	3163992	NCU05992	Ntsc2739	3162711
VI	3164184	3167004	NCU05991	Ntsc7763	3164084
VI	3166060	3169726	NCU05990	NA	3165960
VI	3170285	3172622	NCU05989	Ntsc7767	3170185
VI	3173464	3176088	NCU05988	Ntsc7766	3173364
VI	3181788	3187799	NCU05987	Ntsc7728	3181688
VI	3188811	3190236	NCU05986	Ntsc7727	3188711
VI	3191325	3194928	NCU05985	Ntsc7726	3191225
VI	3196275	3199141	NCU05984	Ntsc7725	3196175
VI	3201693	3203264	NCU05983	Ntsc7724	3201593
VI	3204003	3205418	NCU05982	Ntsc2720	3203903
VI	3205476	3205994	NCU05981	NA	3205376
VI	3206660	3209551	NCU05980	Ntsc2719	3206560
VI	3209671	3212733	NCU05979	Ntsc7741	3209571
VI	3213964	3218034	NCU05978	Ntsc7749	3213864
VI	3220978	3222927	NCU05977	Ntsc2730	3220878
VI	3224706	3225840	NCU05976	NA	3224606
VI	3234149	3236869	NCU11216	NA	3234049
VI	3243390	3245797	NCU05974	Ntsc7740	3243290
VI	3247769	3249696	NCU05973	Ntsc7739	3247669
VI	3250008	3253725	NCU05972	Ntsc7723	3249908
VI	3254259	3256172	NCU05971	Ntsc2717	3254159
VI	3256827	3260450	NCU05970	Ntsc7722	3256727
VI	3263211	3264417	NCU10049	Ntsc7738	3263111
VI	3264327	3266119	NCU10048	Ntsc7721	3264227
VI	3268261	3269519	NCU10046	Ntsc8158	3268161
VI	3269855	3271908	NCU10045	NA	3269755
VI	3273186	3276449	NCU05969	Ntsc2729	3273086
VI	3276879	3280256	NCU05968	Ntsc7737	3276779
VI	3280528	3282583	NCU05967	Ntsc7720	3280428
VI	3283015	3285110	NCU05966	Ntsc7759	3282915
VI	3285675	3287604	NCU05965	Ntsc7736	3285575
VI	3287408	3290173	NCU05964	Ntsc7748	3287308
VI	3294468	3295683	NCU17127	NA	3294368
VI	3303139	3303378	NCU05962	Ntsc2728	3303039
VI	3304910	3306530	NCU05961	Ntsc2716	3304810
VI	3306630	3309661	NCU05960	Ntsc7747	3306530
VI	3311937	3313502	NCU05959	Ntsc7719	3311837
VI	3315098	3318376	NCU05958	Ntsc7758	3314998
VI	3319864	3322467	NCU05957	NA	3319764
VI	3322517	3326426	NCU05956	NA	3322417
VI	3326807	3330420	NCU05955	Ntsc2715	3326707
VI	3332004	3334639	NCU05954	Ntsc2727	3331904
VI	3339700	3340998	NCU05953	Ntsc8155	3339600
VI	3341267	3343308	NCU05952	Ntsc7746	3341167
VI	3344579	3346273	NCU05951	Ntsc2714	3344479
VI	3347867	3348756	NCU05950	Ntsc7757	3347767
VI	3349464	3350054	NCU05949	NA	3349364
VI	3353034	3355088	NCU05948	NA	3352934
VI	3355960	3356454	NCU05947	NA	3355860
VI	3362030	3364815	NCU12130	Ntsc8157	3361930
VI	3364883	3365627	NCU05946	NA	3364783
VI	3366104	3367798	NCU05945	Ntsc2726	3366004
VI	3368035	3369538	NCU05944	Ntsc7756	3367935
VI	3369689	3375372	NCU05943	Ntsc7718	3369589
VI	3375637	3377308	NCU05942	Ntsc7735	3375537
VI	3377017	3378882	NCU05941	NA	3376917
VI	3379632	3381320	NCU05940	Ntsc7755	3379532
VI	3382176	3383095	NCU12131	NA	3382076
VI	3383230	3387024	NCU05939	Ntsc7745	3383130
VI	3391218	3393445	NCU05938	Ntsc7754	3391118
VI	3393459	3395883	NCU05937	Ntsc7717	3393359
VI	3396413	3400907	NCU05936	Ntsc7734	3396313
VI	3400817	3401391	NCU11059	NA	3400717
VI	3402225	3403847	NCU05935	Ntsc2713	3402125
VI	3404580	3406459	NCU05934	Ntsc2724	3404480
VI	3420751	3423407	NCU05933	Ntsc7753	3420651
VI	3425873	3427351	NCU05932	Ntsc2723	3425773
VI	3428213	3431352	NCU05931	Ntsc2722	3428113
VI	3434636	3436054	NCU05929	Ntsc2721	3434536
VI	3436984	3438174	NCU05928	Ntsc7752	3436884
VI	3439067	3441938	NCU05927	Ntsc2718	3438967
VI	3442077	3447125	NCU05926	Ntsc7716	3441977
VI	3449832	3453311	NCU05925	Ntsc7744	3449732
VI	3456057	3457175	NCU05924	Ntsc7733	3455957
VI	3461038	3464101	NCU05923	NA	3460938
VI	3464916	3467019	NCU05922	Ntsc2736	3464816
VI	3466966	3468820	NCU05921	Ntsc7743	3466866
VI	3469171	3471488	NCU05920	Ntsc7751	3469071
VI	3472774	3474600	NCU05919	Ntsc2733	3472674
VI	3477014	3478993	NCU05918	Ntsc2735	3476914
VI	3479341	3480501	NCU05917	Ntsc2732	3479241
VI	3480597	3482470	NCU05916	Ntsc2731	3480497
VI	3483083	3485021	NCU05915	NA	3482983
VI	3486320	3487348	NCU05914	Ntsc7732	3486220
VI	3494311	3495416	NCU05912	Ntsc7731	3494211
VI	3496261	3496728	NCU05911	NA	3496161
VI	3497366	3497971	NCU05910	NA	3497266
VI	3498113	3500461	NCU05909	Ntsc7742	3498013
VI	3500912	3503078	NCU05908	Ntsc7715	3500812
VI	3503487	3504338	NCU05907	NA	3503387
VI	3504973	3506428	NCU05906	Ntsc2734	3504873
VI	3537954	3540330	NCU05159	Ntsc7730	3537854
VI	3541012	3542289	NCU05158	Ntsc7750	3540912
VI	3542966	3545802	NCU05157	Ntsc8156	3542866
VI	3545827	3547617	NCU05156	Ntsc7729	3545727
VI	3547815	3548678	NCU05155	Ntsc2725	3547715
VI	3552251	3556833	NCU05154	NA	3552151
VI	3556908	3559445	NCU05153	Ntsc7701	3556808
VI	3560267	3561495	NCU12132	NA	3560167
VI	3562387	3563355	NCU05152	Ntsc7708	3562287
VI	3564215	3565945	NCU17135	NA	3564115
VI	3567193	3570275	NCU05151	NA	3567093
VI	3571586	3572299	NCU05150	Ntsc8154	3571486
VI	3573081	3576147	NCU05149	Ntsc7705	3572981
VI	3576423	3577317	NCU05148	Ntsc7704	3576323
VI	3578037	3579231	NCU05147	Ntsc2709	3577937
VI	3579429	3582285	NCU05146	Ntsc7700	3579329
VI	3582824	3585329	NCU05145	Ntsc2708	3582724
VI	3586229	3588999	NCU05143	Ntsc2707	3586129
VI	3589308	3590938	NCU05142	Ntsc2706	3589208
VI	3591245	3592915	NCU05141	Ntsc7699	3591145
VI	3593385	3597540	NCU10883	NA	3593285
VI	3598203	3600069	NCU05138	Ntsc2705	3598103
VI	3599193	3603076	NCU05137	Ntsc7698	3599093
VI	3604415	3607109	NCU05136	Ntsc7713	3604315
VI	3607514	3610517	NCU05135	Ntsc7714	3607414
VI	3612920	3613899	NCU05134	Ntsc7712	3612820
VI	3614247	3617841	NCU05133	Ntsc7697	3614147
VI	3620207	3629942	NCU05132	Ntsc7703	3620107
VI	3645984	3647731	NCU05131	NA	3645884
VI	3650757	3653112	NCU05130	NA	3650657
VI	3653336	3655838	NCU05129	Ntsc7696	3653236
VI	3656223	3657663	NCU17136	Ntsc2712	3656123
VI	3658407	3661307	NCU05128	Ntsc2704	3658307
VI	3659740	3661693	NCU05127	Ntsc2711	3659640
VI	3662628	3664191	NCU05126	Ntsc2710	3662528
VI	3667332	3668363	NCU17137	NA	3667232
VI	3668608	3670355	NCU17138	Ntsc7707	3668508
VI	3673140	3674213	NCU12137	NA	3673040
VI	3674569	3677884	NCU05123	Ntsc7706	3674469
VI	3679456	3680306	NCU05122	Ntsc2703	3679356
VI	3681542	3682601	NCU05121	Ntsc7695	3681442
VI	3685809	3690826	NCU05120	NA	3685709
VI	3690783	3691958	NCU05119	Ntsc7694	3690683
VI	3692136	3694162	NCU05118	Ntsc7702	3692036
VI	3694101	3696303	NCU05117	Ntsc2700	3694001
VI	3696667	3697739	NCU05116	Ntsc2702	3696567
VI	3697911	3700838	NCU05115	Ntsc7711	3697811
VI	3702657	3704646	NCU05114	Ntsc2701	3702557
VI	3705731	3708016	NCU05113	NA	3705631
VI	3711422	3712112	NCU05112	Ntsc7710	3711322
VI	3712724	3713470	NCU05111	NA	3712624
VI	3715815	3717107	NCU05110	Ntsc7709	3715715
VI	3719407	3720585	NCU05108	Ntsc2699	3719307
VI	3721795	3722380	NCU05107	Ntsc8153	3721695
VI	3725598	3727005	NCU05106	Ntsc7689	3725498
VI	3727661	3730288	NCU05105	Ntsc7691	3727561
VI	3732709	3734273	NCU05104	NA	3732609
VI	3736512	3737840	NCU05102	Ntsc7693	3736412
VI	3739645	3740815	NCU05101	Ntsc7692	3739545
VI	3742847	3743593	NCU05100	NA	3742747
VI	3744487	3745534	NCU05099	Ntsc8152	3744387
VI	3745790	3747272	NCU05098	Ntsc7690	3745690
VI	3748067	3749657	NCU05097	Ntsc7688	3747967
VI	3751174	3752463	NCU05096	NA	3751074
VI	3754606	3756861	NCU05095	Ntsc7686	3754506
VI	3758496	3759821	NCU05094	NA	3758396
VI	3759862	3761894	NCU05093	Ntsc2698	3759762
VI	3762871	3763325	NCU05092	NA	3762771
VI	3764397	3766529	NCU05091	Ntsc8151	3764297
VI	3770926	3772990	NCU05089	Ntsc7685	3770826
VI	3778134	3781784	NCU05086	NA	3778034
VI	3794170	3796368	NCU05085	NA	3794070
VI	3797242	3798208	NCU05084	Ntsc8150	3797142
VI	3798661	3799753	NCU12144	NA	3798561
VI	3800074	3802482	NCU05083	NA	3799974
VI	3802902	3803725	NCU05082	NA	3802802
VI	3804073	3805934	NCU05081	NA	3803973
VI	3806853	3807987	NCU05080	NA	3806753
VI	3808678	3809013	NCU17143	NA	3808578
VI	3809579	3812281	NCU05079	NA	3809479
VI	3817017	3819075	NCU05078	NA	3816917
VI	3819182	3821665	NCU05077	NA	3819082
VI	3821999	3822976	NCU05076	NA	3821899
VI	3822885	3824415	NCU05075	NA	3822785
VI	3824604	3827428	NCU05074	NA	3824504
VI	3828202	3829315	NCU05073	NA	3828102
VI	3832861	3834102	NCU05071	Ntsc7683	3832761
VI	3836237	3837690	NCU05070	Ntsc2697	3836137
VI	3838297	3840513	NCU05069	Ntsc7684	3838197
VI	3840490	3842149	NCU05068	Ntsc8149	3840390
VI	3843165	3845163	NCU10697	Ntsc7608	3843065
VI	3846114	3848671	NCU10911	Ntsc2660	3846014
VI	3849540	3851095	NCU05067	Ntsc2659	3849440
VI	3851636	3854244	NCU05066	Ntsc7607	3851536
VI	3864210	3868482	NCU05064	Ntsc7606	3864110
VI	3870275	3872104	NCU05063	NA	3870175
VI	3872231	3874691	NCU05062	Ntsc7605	3872131
VI	3875719	3877242	NCU05061	NA	3875619
VI	3885489	3888389	NCU05060	Ntsc7443	3885389
VI	3889494	3891758	NCU05059	Ntsc7447	3889394
VI	3893058	3894151	NCU05058	NA	3892958
VI	3894456	3895844	NCU05057	Ntsc7440	3894356
VI	3896137	3898073	NCU05056	Ntsc7444	3896037
VI	3898507	3899721	NCU05055	Ntsc2610	3898407
VI	3900072	3906576	NCU05054	Ntsc7439	3899972
VI	3907959	3909664	NCU05053	Ntsc7438	3907859
VI	3910624	3915113	NCU05051	Ntsc7442	3910524
VI	3910649	3910951	NCU05052	NA	3910549
VI	3915172	3916918	NCU05050	Ntsc7441	3915072
VI	3917966	3920169	NCU05049	Ntsc7446	3917866
VI	3922009	3924168	NCU05048	Ntsc7445	3921909
VI	3925925	3935669	NCU05047	Ntsc7304	3925825
VI	3938154	3943089	NCU05046	NA	3938054
VI	3944720	3946893	NCU05045	Ntsc7298	3944620
VI	3947104	3949356	NCU05044	Ntsc7310	3947004
VI	3950402	3952344	NCU05043	Ntsc2559	3950302
VI	3954731	3956842	NCU05042	Ntsc7297	3954631
VI	3957084	3961803	NCU05041	Ntsc7288	3956984
VI	3960928	3961491	NCU17145	NA	3960828
VI	3965602	3966845	NCU05040	Ntsc7287	3965502
VI	3967412	3969517	NCU05039	Ntsc7286	3967312
VI	3970138	3971439	NCU05038	Ntsc2558	3970038
VI	3972829	3974053	NCU05037	Ntsc7309	3972729
VI	3975402	3977091	NCU05036	Ntsc7308	3975302
VI	3977259	3979018	NCU05035	Ntsc7303	3977159
VI	3980361	3982393	NCU05034	Ntsc2557	3980261
VI	3983491	3985764	NCU05033	Ntsc7296	3983391
VI	3987088	3988608	NCU05032	NA	3986988
VI	3990814	3991206	NCU05031	Ntsc2565	3990714
VI	3991859	3992933	NCU05030	Ntsc2556	3991759
VI	3995580	3998227	NCU05029	Ntsc2555	3995480
VI	3998611	4002836	NCU05028	Ntsc7302	3998511
VI	4003365	4005357	NCU05027	Ntsc2564	4003265
VI	4005251	4008412	NCU11219	NA	4005151
VI	4008514	4010550	NCU11220	NA	4008414
VI	4020109	4020971	NCU17150	Ntsc8115	4020009
VI	4020776	4022542	NCU05025	Ntsc7301	4020676
VI	4031109	4032616	NCU05024	Ntsc7285	4031009
VI	4035310	4037095	NCU05023	Ntsc2554	4035210
VI	4039323	4040275	NCU05022	Ntsc2553	4039223
VI	4047775	4049947	NCU05020	Ntsc7307	4047675
VI	4051752	4053180	NCU05019	Ntsc7284	4051652
VI	4056038	4057091	NCU05018	NA	4055938
VI	4057491	4058165	NCU05017	Ntsc8114	4057391
VI	4059237	4062939	NCU05016	Ntsc7295	4059137
VI	4064967	4066174	NCU05015	Ntsc7294	4064867
VI	4070783	4072452	NCU05014	NA	4070683
VI	4072537	4077061	NCU05013	Ntsc7283	4072437
VI	4080368	4082317	NCU05012	Ntsc7300	4080268
VI	4085380	4092690	NCU05011	NA	4085280
VI	4094300	4096906	NCU05010	Ntsc7293	4094200
VI	4097857	4099807	NCU05009	NA	4097757
VI	4100025	4102194	NCU05008	Ntsc7306	4099925
VI	4102833	4106597	NCU05007	Ntsc7282	4102733
VI	4112027	4114294	NCU05006	Ntsc7281	4111927
VI	4115923	4117080	NCU05005	Ntsc7292	4115823
VI	4117160	4118515	NCU05004	Ntsc2563	4117060
VI	4119187	4122396	NCU10597	Ntsc7299	4119087
VI	4125928	4127851	NCU05001	Ntsc8113	4125828
VI	4127958	4128488	NCU12150	Ntsc2561	4127858
VI	4128788	4130072	NCU12151	Ntsc7291	4128688
VI	4130211	4132481	NCU12152	Ntsc2562	4130111
VI	4134789	4138121	NCU05000	Ntsc7305	4134689
VI	4138769	4139696	NCU12154	NA	4138669
VI	4141983	4143448	NCU04998	NA	4141883
VI	4144717	4146414	NCU04997	Ntsc7290	4144617
VI	4148887	4150053	NCU04996	Ntsc2560	4148787
VI	4151456	4152253	NCU10537	NA	4151356
VI	4153568	4155604	NCU04994	Ntsc7289	4153468
VI	4156628	4157329	NCU12156	NA	4156528
VI	4158666	4159405	NCU04992	NA	4158566
VI	4159484	4162424	NCU04991	NA	4159384
VII	950	2274	NCU09306	Ntsc7125	850
VII	2483	4931	NCU11424	Ntsc7130	2383
VII	5593	6962	NCU09305	Ntsc7129	5493
VII	6964	8885	NCU09304	Ntsc7124	6864
VII	8952	11128	NCU09303	Ntsc2510	8852
VII	11354	13870	NCU09302	Ntsc7128	11254
VII	14946	20558	NCU09301	NA	14846
VII	21491	25060	NCU09300	NA	21391
VII	25355	27256	NCU09299	Ntsc2509	25255
VII	27574	31375	NCU11409	Ntsc7123	27474
VII	31558	33772	NCU11410	Ntsc7122	31458
VII	34072	38571	NCU09297	Ntsc7127	33972
VII	39192	43527	NCU09296	NA	39092
VII	43876	45903	NCU09295	Ntsc7121	43776
VII	47166	49774	NCU09294	Ntsc7126	47066
VII	51151	52158	NCU09293	Ntsc7116	51051
VII	52905	56222	NCU17154	NA	52805
VII	56583	58151	NCU17155	NA	56483
VII	58771	60278	NCU09291	Ntsc7103	58671
VII	60359	62582	NCU09290	Ntsc7102	60259
VII	62964	63785	NCU09289	NA	62864
VII	64250	67930	NCU09288	Ntsc7120	64150
VII	70827	73411	NCU09287	Ntsc7101	70727
VII	73707	75531	NCU11411	Ntsc2498	73607
VII	75521	78828	NCU09285	Ntsc7084	75421
VII	75640	77261	NCU12058	NA	75540
VII	85092	85699	NCU12057	NA	84992
VII	85892	89396	NCU09283	Ntsc7083	85792
VII	86449	88220	NCU09284	NA	86349
VII	90082	93835	NCU09282	NA	89982
VII	93779	97154	NCU09281	NA	93679
VII	97674	99690	NCU09280	Ntsc7082	97574
VII	99718	100518	NCU17157	NA	99618
VII	103088	105216	NCU09279	NA	102988
VII	105746	106779	NCU09278	Ntsc2497	105646
VII	106907	107396	NCU09277	NA	106807
VII	108158	109295	NCU09276	NA	108058
VII	110585	111417	NCU09275	NA	110485
VII	114609	116893	NCU09274	Ntsc7099	114509
VII	118457	120636	NCU09273	Ntsc7100	118357
VII	121451	125416	NCU09272	Ntsc8101	121351
VII	126153	129394	NCU09271	NA	126053
VII	131206	135410	NCU09270	Ntsc2506	131106
VII	153543	155404	NCU09430	Ntsc2507	153443
VII	157176	158203	NCU09431	Ntsc7115	157076
VII	159486	162922	NCU09432	NA	159386
VII	163496	165828	NCU09433	NA	163396
VII	166762	170125	NCU09434	Ntsc2505	166662
VII	173694	178281	NCU09435	Ntsc7114	173594
VII	178902	181174	NCU09436	Ntsc7098	178802
VII	181662	185357	NCU09437	Ntsc2504	181562
VII	193052	197941	NCU09438	Ntsc2496	192952
VII	199270	200445	NCU09439	Ntsc8105	199170
VII	201399	202463	NCU09440	NA	201299
VII	202488	206606	NCU09441	Ntsc7113	202388
VII	207634	209135	NCU09442	Ntsc7097	207534
VII	209181	214330	NCU09443	Ntsc7096	209081
VII	215241	218122	NCU09444	Ntsc7081	215141
VII	219417	220601	NCU09445	Ntsc7112	219317
VII	222624	224845	NCU09447	Ntsc2495	222524
VII	226094	226416	NCU09448	Ntsc7119	225994
VII	227948	232807	NCU09449	Ntsc2503	227848
VII	233814	238132	NCU09450	Ntsc7095	233714
VII	238438	240965	NCU09451	Ntsc7094	238338
VII	241507	241878	NCU17161	NA	241407
VII	242470	243276	NCU09452	Ntsc2502	242370
VII	250769	251228	NCU09453	NA	250669
VII	255204	256129	NCU09455	Ntsc7093	255104
VII	257736	259406	NCU09456	Ntsc7111	257636
VII	264560	267312	NCU09458	NA	264460
VII	269512	271576	NCU09459	Ntsc7080	269412
VII	272261	273883	NCU09460	Ntsc2501	272161
VII	292669	298761	NCU09993	Ntsc8104	292569
VII	300538	300999	NCU12052	Ntsc8103	300438
VII	302751	305227	NCU09992	Ntsc7092	302651
VII	306376	307498	NCU12051	Ntsc2494	306276
VII	307544	308581	NCU12050	NA	307444
VII	309573	312054	NCU09990	Ntsc7110	309473
VII	312100	313727	NCU10539	NA	312000
VII	314183	316465	NCU10538	Ntsc7079	314083
VII	316840	319558	NCU09988	Ntsc7078	316740
VII	323429	325875	NCU09986	Ntsc2493	323329
VII	352837	355750	NCU09020	Ntsc7091	352737
VII	358645	361152	NCU09022	Ntsc7090	358545
VII	361076	363853	NCU09023	Ntsc7109	360976
VII	364761	366736	NCU09024	Ntsc7077	364661
VII	366812	369640	NCU09025	Ntsc8100	366712
VII	370146	372111	NCU09026	NA	370046
VII	373867	375660	NCU09027	Ntsc7076	373767
VII	377032	379027	NCU09028	NA	376932
VII	380059	380894	NCU09029	Ntsc2500	379959
VII	381892	385301	NCU09030	Ntsc8102	381792
VII	387566	391911	NCU09031	Ntsc7108	387466
VII	393993	397939	NCU09032	Ntsc7107	393893
VII	400424	404459	NCU09033	Ntsc7106	400324
